close,datetime,exchange_code,expiry_date,high,low,open,open_interest,product_type,stock_code,volume
17828.4,2022-08-26 09:15:00,NFO,24-NOV-2022,17828.4,17775.65,17775.65,787800,Futures,NIFTY,550
17838.9,2022-08-26 09:16:00,NFO,24-NOV-2022,17839.05,17836.85,17836.85,787800,Futures,NIFTY,1200
17833.0,2022-08-26 09:17:00,NFO,24-NOV-2022,17835.95,17833.0,17834.0,1500,Futures,NIFTY,1600
17835.0,2022-08-26 09:18:00,NFO,24-NOV-2022,17835.0,17830.3,17834.2,1500,Futures,NIFTY,1150
17834.5,2022-08-26 09:19:00,NFO,24-NOV-2022,17839.6,17834.5,17836.0,1500,Futures,NIFTY,400
17843.0,2022-08-26 09:20:00,NFO,24-NOV-2022,17843.75,17840.0,17840.0,3300,Futures,NIFTY,950
17851.35,2022-08-26 09:21:00,NFO,24-NOV-2022,17854.0,17843.0,17843.0,3300,Futures,NIFTY,3350
17854.75,2022-08-26 09:22:00,NFO,24-NOV-2022,17856.05,17853.75,17853.75,3300,Futures,NIFTY,750
17855.55,2022-08-26 09:23:00,NFO,24-NOV-2022,17855.55,17854.0,17854.0,6850,Futures,NIFTY,1850
17856.5,2022-08-26 09:24:00,NFO,24-NOV-2022,17857.75,17855.0,17856.7,6850,Futures,NIFTY,2350
17860.65,2022-08-26 09:25:00,NFO,24-NOV-2022,17866.95,17858.0,17858.0,6850,Futures,NIFTY,550
17868.3,2022-08-26 09:26:00,NFO,24-NOV-2022,17875.05,17865.0,17865.0,10300,Futures,NIFTY,1600
17858.2,2022-08-26 09:27:00,NFO,24-NOV-2022,17870.0,17858.2,17870.0,10300,Futures,NIFTY,350
17846.15,2022-08-26 09:28:00,NFO,24-NOV-2022,17855.0,17846.15,17855.0,10300,Futures,NIFTY,800
17852.95,2022-08-26 09:29:00,NFO,24-NOV-2022,17855.0,17852.95,17855.0,11600,Futures,NIFTY,200
17857.1,2022-08-26 09:30:00,NFO,24-NOV-2022,17857.1,17852.65,17852.65,11600,Futures,NIFTY,700
17866.0,2022-08-26 09:31:00,NFO,24-NOV-2022,17866.0,17866.0,17866.0,11600,Futures,NIFTY,1700
17870.85,2022-08-26 09:32:00,NFO,24-NOV-2022,17870.85,17863.85,17863.85,13150,Futures,NIFTY,1700
17858.0,2022-08-26 09:33:00,NFO,24-NOV-2022,17865.05,17858.0,17865.05,13150,Futures,NIFTY,650
